Time,Flow_rate,Temp_input,Temp_output,Delta_temp,Amb_temp,Power_output,GHI,DNI,pred_GHI,pred_DNI,pred_Amb_temp
02-05-2017 00:00,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,13.4
02-05-2017 00:30,0.0,0.0,0.0,0.0,13.166666666666666,0.0,0.0,0.0,0.0,0.0,13.166666666666666
02-05-2017 01:00,0.0,0.0,0.0,0.0,12.700000000000001,0.0,0.0,0.0,0.0,0.0,12.700000000000001
02-05-2017 01:30,0.0,0.0,0.0,0.0,12.566666666666668,0.0,0.0,0.0,0.0,0.0,12.566666666666668
02-05-2017 02:00,0.0,0.0,0.0,0.0,12.333333333333336,0.0,0.0,0.0,0.0,0.0,12.333333333333336
02-05-2017 02:30,0.0,0.0,0.0,0.0,12.233333333333333,0.0,0.0,0.0,0.0,0.0,12.233333333333333
02-05-2017 03:00,0.0,0.0,0.0,0.0,12.049999999999999,0.0,0.0,0.0,0.0,0.0,12.049999999999999
02-05-2017 03:30,0.0,0.0,0.0,0.0,11.733333333333333,0.0,0.0,0.0,0.0,0.0,11.733333333333333
02-05-2017 04:00,0.0,0.0,0.0,0.0,11.316666666666668,0.0,0.0,0.0,0.0,0.0,11.316666666666668
02-05-2017 04:30,0.0,0.0,0.0,0.0,10.749999999999998,0.0,0.0,0.0,0.0,0.0,10.749999999999998
02-05-2017 05:00,0.0,0.0,0.0,0.0,10.316666666666668,0.0,0.0,0.0,0.0,0.0,10.316666666666668
02-05-2017 05:30,0.0,0.0,0.0,0.0,9.966666666666667,0.0,0.0,0.0,0.0,0.0,9.966666666666667
02-05-2017 06:00,0.0,0.0,0.0,0.0,9.533333333333333,0.0,0.0,0.0,0.0,0.0,9.533333333333333
02-05-2017 06:30,0.0,0.0,0.0,0.0,9.200000000000001,0.0,32.0,75.5,32.0,75.5,9.200000000000001
02-05-2017 07:00,0.0,0.0,0.0,0.0,8.850000000000001,0.0,64.0,151.0,64.0,151.0,8.850000000000001
02-05-2017 07:30,0.0,0.0,0.0,0.0,8.499999999999998,0.0,146.5,291.5,146.5,291.5,8.499999999999998
02-05-2017 08:00,0.0,0.0,0.0,0.0,8.6,0.0,229.0,432.0,229.0,432.0,8.6
02-05-2017 08:30,0.0,0.0,0.0,0.0,9.35,0.0,318.0,562.0,318.0,562.0,9.35
02-05-2017 09:00,0.0,0.0,0.0,0.0,10.316666666666666,0.0,407.0,692.0,407.0,692.0,10.316666666666666
02-05-2017 09:30,0.0,0.0,0.0,0.0,11.049999999999999,0.0,473.5,728.5,473.5,728.5,11.049999999999999
02-05-2017 10:00,0.0,0.0,0.0,0.0,12.216666666666667,0.0,540.0,765.0,540.0,765.0,12.216666666666667
